Iteration,Death,Replace,Mutation,Migration,Time,Found,Score
37500,0.1,0.0,0.0,1.0,19132,60,124.67593030504548
37500,0.1,0.0,0.1,0.9,17481,22817,11.19216746334767
37500,0.1,0.0,0.2,0.8,17553,22817,11.19216746334767
37500,0.1,0.0,0.30000000000000004,0.7,17475,22817,11.19216746334767
37500,0.1,0.0,0.4,0.6,17583,22817,11.19216746334767
37500,0.1,0.0,0.5,0.5,17441,22817,11.19216746334767
37500,0.1,0.0,0.6000000000000001,0.3999999999999999,17188,22817,11.19216746334767
37500,0.1,0.0,0.7000000000000001,0.29999999999999993,17545,22817,11.19216746334767
37500,0.1,0.0,0.8,0.19999999999999996,17563,22817,11.19216746334767
37500,0.1,0.0,0.9,0.09999999999999998,17241,22817,11.19216746334767
37500,0.1,0.0,1.0,0.0,17352,22817,11.19216746334767
37500,0.1,0.1,0.0,0.9,17021,60,124.67593030504548
37500,0.1,0.1,0.1,0.8,17397,35811,12.040951977300642
37500,0.1,0.1,0.2,0.7,17495,35769,12.119971971733856
37500,0.1,0.1,0.30000000000000004,0.6,17439,36318,10.350478893272943
37500,0.1,0.1,0.4,0.5,17238,37102,10.36431745806104
37500,0.1,0.1,0.5,0.4,17574,33523,10.8976826075382
37500,0.1,0.1,0.6000000000000001,0.29999999999999993,17537,37055,10.664959464276285
37500,0.1,0.1,0.7000000000000001,0.19999999999999996,17530,34748,10.895074781613994
37500,0.1,0.1,0.8,0.09999999999999998,17374,37298,11.507541208161358
37500,0.1,0.1,0.9,0.0,16937,27132,10.37714751679136
37500,0.1,0.2,0.0,0.8,17229,60,124.67593030504548
37500,0.1,0.2,0.1,0.7,17801,33743,10.350957715331145
37500,0.1,0.2,0.2,0.6,17237,36995,11.679157589672384
37500,0.1,0.2,0.30000000000000004,0.5,17084,33299,11.647560188436536
37500,0.1,0.2,0.4,0.3999999999999999,16955,36268,11.703101851435985
37500,0.1,0.2,0.5,0.30000000000000004,17387,37123,11.12468981883096
37500,0.1,0.2,0.6000000000000001,0.19999999999999996,17243,37494,11.56725934112205
37500,0.1,0.2,0.7000000000000001,0.09999999999999987,17254,33500,10.92734287306342
37500,0.1,0.2,0.8,0.0,17076,37304,11.484227021560299
37500,0.1,0.30000000000000004,0.0,0.7,17079,60,124.67593030504548
37500,0.1,0.30000000000000004,0.1,0.6,17043,37258,12.00245669125691
37500,0.1,0.30000000000000004,0.2,0.5,17212,33946,10.401227603031808
37500,0.1,0.30000000000000004,0.30000000000000004,0.3999999999999999,17073,37489,13.35531536980247
37500,0.1,0.30000000000000004,0.4,0.29999999999999993,17556,30300,11.577311968114541
37500,0.1,0.30000000000000004,0.5,0.19999999999999996,17406,37492,10.377766841550306
37500,0.1,0.30000000000000004,0.6000000000000001,0.09999999999999987,17396,36184,10.881571072291244
37500,0.1,0.30000000000000004,0.7000000000000001,0.0,17178,37342,10.602190403427954
37500,0.1,0.4,0.0,0.6,17037,60,124.67593030504548
37500,0.1,0.4,0.1,0.5,17222,36128,12.641680553638935
37500,0.1,0.4,0.2,0.3999999999999999,17403,32068,12.986905394696937
37500,0.1,0.4,0.30000000000000004,0.29999999999999993,17119,35100,12.948516967598453
37500,0.1,0.4,0.4,0.19999999999999996,17254,34463,11.452081026460911
37500,0.1,0.4,0.5,0.09999999999999998,17441,34329,10.37146419633075
37500,0.1,0.4,0.6000000000000001,0.0,17396,37010,11.489494401665281
37500,0.1,0.5,0.0,0.5,16962,60,124.67593030504548
37500,0.1,0.5,0.1,0.4,17004,37406,12.812620701852852
37500,0.1,0.5,0.2,0.30000000000000004,17028,33587,13.438963304710706
37500,0.1,0.5,0.30000000000000004,0.19999999999999996,17141,37194,10.91574133882382
37500,0.1,0.5,0.4,0.09999999999999998,17402,32596,12.873409170956279
37500,0.1,0.5,0.5,0.0,17274,36713,11.111859912566093
37500,0.1,0.6000000000000001,0.0,0.3999999999999999,17012,60,124.67593030504548
37500,0.1,0.6000000000000001,0.1,0.29999999999999993,17119,37387,14.622834089735942
37500,0.1,0.6000000000000001,0.2,0.19999999999999996,17725,35603,10.394877681625973
37500,0.1,0.6000000000000001,0.30000000000000004,0.09999999999999987,17169,37439,11.152504423609079
37500,0.1,0.6000000000000001,0.4,0.0,17395,19990,12.0123930676696
37500,0.1,0.7000000000000001,0.0,0.29999999999999993,17109,60,124.67593030504548
37500,0.1,0.7000000000000001,0.1,0.19999999999999996,16973,37429,14.06280457699158
37500,0.1,0.7000000000000001,0.2,0.09999999999999987,17255,34722,12.108980124865631
37500,0.1,0.7000000000000001,0.30000000000000004,0.0,16975,37217,11.867990791434092
37500,0.1,0.8,0.0,0.19999999999999996,17160,60,124.67593030504548
37500,0.1,0.8,0.1,0.09999999999999998,17071,37305,15.19924786545753
37500,0.1,0.8,0.2,0.0,17094,35690,10.583623502228926
37500,0.1,0.9,0.0,0.09999999999999998,17158,60,124.67593030504548
37500,0.1,0.9,0.1,0.0,16796,37485,28.308742058818737
18750,0.2,0.0,0.0,1.0,16698,17190,123.01894388961657
18750,0.2,0.0,0.1,0.9,16097,11162,11.524601832371218
18750,0.2,0.0,0.2,0.8,16247,11162,11.524601832371218
18750,0.2,0.0,0.30000000000000004,0.7,16176,18436,12.04383692546961
18750,0.2,0.0,0.4,0.6,16221,18436,12.04383692546961
18750,0.2,0.0,0.5,0.5,16347,15337,11.798744091255521
18750,0.2,0.0,0.6000000000000001,0.3999999999999999,16333,15337,11.798744091255521
18750,0.2,0.0,0.7000000000000001,0.29999999999999993,16206,15337,11.798744091255521
18750,0.2,0.0,0.8,0.19999999999999996,16237,5321,11.542976863010857
18750,0.2,0.0,0.9,0.09999999999999998,16199,18436,11.424329487828565
18750,0.2,0.0,1.0,0.0,16269,18328,11.596523359150824
18750,0.2,0.1,0.0,0.9,16070,17190,123.01894388961657
18750,0.2,0.1,0.1,0.8,16336,17483,12.97042873884124
18750,0.2,0.1,0.2,0.7,16297,18551,12.71693979968794
18750,0.2,0.1,0.30000000000000004,0.6,16355,17839,12.431053896968681
18750,0.2,0.1,0.4,0.5,16108,15674,10.578431560543
18750,0.2,0.1,0.5,0.4,16332,11710,10.35107986659331
18750,0.2,0.1,0.6000000000000001,0.29999999999999993,16457,18031,13.106459199345093
18750,0.2,0.1,0.7000000000000001,0.19999999999999996,16514,18318,13.350147667989205
18750,0.2,0.1,0.8,0.09999999999999998,16312,18124,11.008581775717095
18750,0.2,0.1,0.9,0.0,16187,14581,11.514095517513882
18750,0.2,0.2,0.0,0.8,16142,17190,123.01894388961657
18750,0.2,0.2,0.1,0.7,16035,18638,11.499582830772592
18750,0.2,0.2,0.2,0.6,16026,18546,11.579285248662552
18750,0.2,0.2,0.30000000000000004,0.5,16251,18644,12.067644869861073
18750,0.2,0.2,0.4,0.3999999999999999,16226,18742,12.936029046714536
18750,0.2,0.2,0.5,0.30000000000000004,16130,18600,11.533478629916422
18750,0.2,0.2,0.6000000000000001,0.19999999999999996,16308,17716,10.391895898584954
18750,0.2,0.2,0.7000000000000001,0.09999999999999987,16298,17777,11.813630425619431
18750,0.2,0.2,0.8,0.0,16197,18653,12.674898729712048
18750,0.2,0.30000000000000004,0.0,0.7,16001,17190,123.01894388961657
18750,0.2,0.30000000000000004,0.1,0.6,16024,18437,11.634944095930194
18750,0.2,0.30000000000000004,0.2,0.5,16195,17045,13.146318014914119
18750,0.2,0.30000000000000004,0.30000000000000004,0.3999999999999999,16143,18683,13.393894680384703
18750,0.2,0.30000000000000004,0.4,0.29999999999999993,16449,18645,10.892038974325759
18750,0.2,0.30000000000000004,0.5,0.19999999999999996,16050,18093,10.92946469894295
18750,0.2,0.30000000000000004,0.6000000000000001,0.09999999999999987,16583,18542,11.62414523431297
18750,0.2,0.30000000000000004,0.7000000000000001,0.0,16083,18203,10.883454463830976
18750,0.2,0.4,0.0,0.6,16062,17190,123.01894388961657
18750,0.2,0.4,0.1,0.5,16027,18445,12.803330177435496
18750,0.2,0.4,0.2,0.3999999999999999,16110,17770,12.357875923764048
18750,0.2,0.4,0.30000000000000004,0.29999999999999993,16157,18442,12.911412948791376
18750,0.2,0.4,0.4,0.19999999999999996,16183,18587,10.839086253046121
18750,0.2,0.4,0.5,0.09999999999999998,16586,17797,11.465218990069989
18750,0.2,0.4,0.6000000000000001,0.0,16014,16058,12.02481654335532
18750,0.2,0.5,0.0,0.5,16083,17190,123.01894388961657
18750,0.2,0.5,0.1,0.4,16107,18576,12.692370440027494
18750,0.2,0.5,0.2,0.30000000000000004,16023,17615,10.494939684255506
18750,0.2,0.5,0.30000000000000004,0.19999999999999996,16038,18701,11.602007406726795
18750,0.2,0.5,0.4,0.09999999999999998,16359,18523,11.652812007081614
18750,0.2,0.5,0.5,0.0,16010,17178,10.357900636950877
18750,0.2,0.6000000000000001,0.0,0.3999999999999999,16374,17190,123.01894388961657
18750,0.2,0.6000000000000001,0.1,0.29999999999999993,15956,18674,17.67782620987688
18750,0.2,0.6000000000000001,0.2,0.19999999999999996,15994,17324,12.66950821458135
18750,0.2,0.6000000000000001,0.30000000000000004,0.09999999999999987,16078,17616,12.716789849238488
18750,0.2,0.6000000000000001,0.4,0.0,16076,16679,14.202579715352817
18750,0.2,0.7000000000000001,0.0,0.29999999999999993,16007,17190,123.01894388961657
18750,0.2,0.7000000000000001,0.1,0.19999999999999996,16036,18701,15.398651389655704
18750,0.2,0.7000000000000001,0.2,0.09999999999999987,16125,18431,14.161197331321603
18750,0.2,0.7000000000000001,0.30000000000000004,0.0,16105,18684,12.507481545590663
18750,0.2,0.8,0.0,0.19999999999999996,16072,17190,123.01894388961657
18750,0.2,0.8,0.1,0.09999999999999998,16108,18726,21.2555176900575
18750,0.2,0.8,0.2,0.0,15991,17741,13.442323714411565
18750,0.2,0.9,0.0,0.09999999999999998,16157,17190,123.01894388961657
18750,0.2,0.9,0.1,0.0,15830,18733,15.105886063970411
12500,0.30000000000000004,0.0,0.0,1.0,16308,3449,122.68004515884405
