Iteration,Death,Replace,Mutation,Migration,Time,Found,Score
18750,0.2,0.2,0.4,0.3999999999999999,16321,15004,13.678030149559365
18750,0.2,0.2,0.5,0.30000000000000004,16131,18724,15.07765293871505
18750,0.2,0.2,0.6000000000000001,0.19999999999999996,16291,18092,13.645637152209355
18750,0.2,0.2,0.7000000000000001,0.09999999999999987,16256,18478,17.15813231909984
18750,0.2,0.2,0.8,0.0,16192,18631,13.645550549418035
18750,0.2,0.30000000000000004,0.0,0.7,15828,8896,176.953833145582
18750,0.2,0.30000000000000004,0.1,0.6,16175,18701,17.74149772041752
18750,0.2,0.30000000000000004,0.2,0.5,15956,18390,15.96757242481279
18750,0.2,0.30000000000000004,0.30000000000000004,0.3999999999999999,16082,15010,17.47587475132381
18750,0.2,0.30000000000000004,0.4,0.29999999999999993,16037,16103,17.59482961936124
18750,0.2,0.30000000000000004,0.5,0.19999999999999996,16115,15135,16.94192156325419
18750,0.2,0.30000000000000004,0.6000000000000001,0.09999999999999987,16144,10348,13.645550549418042
18750,0.2,0.30000000000000004,0.7000000000000001,0.0,16128,18190,16.890956195157315
18750,0.2,0.4,0.0,0.6,15969,8896,176.953833145582
18750,0.2,0.4,0.1,0.5,15975,18729,17.62460991442871
18750,0.2,0.4,0.2,0.3999999999999999,16103,16733,13.64669340546235
18750,0.2,0.4,0.30000000000000004,0.29999999999999993,16058,12007,13.64669353537485
18750,0.2,0.4,0.4,0.19999999999999996,16182,17696,16.422985079258396
18750,0.2,0.4,0.5,0.09999999999999998,16130,17203,13.659005372984618
18750,0.2,0.4,0.6000000000000001,0.0,16336,13779,13.644869623316534
18750,0.2,0.5,0.0,0.5,15799,8896,176.953833145582
18750,0.2,0.5,0.1,0.4,15994,18532,16.818743641468544
18750,0.2,0.5,0.2,0.30000000000000004,16001,18750,13.738159954337
18750,0.2,0.5,0.30000000000000004,0.19999999999999996,16072,18178,17.372025754799452
18750,0.2,0.5,0.4,0.09999999999999998,16153,18173,15.741527548690874
18750,0.2,0.5,0.5,0.0,16167,18688,16.9852020930897
18750,0.2,0.6000000000000001,0.0,0.3999999999999999,15796,8896,176.953833145582
18750,0.2,0.6000000000000001,0.1,0.29999999999999993,16099,18135,17.420230840332337
18750,0.2,0.6000000000000001,0.2,0.19999999999999996,16025,18646,17.535250364218918
18750,0.2,0.6000000000000001,0.30000000000000004,0.09999999999999987,16166,17266,17.53957464026084
18750,0.2,0.6000000000000001,0.4,0.0,16301,13562,13.653192796101527
18750,0.2,0.7000000000000001,0.0,0.29999999999999993,16123,8896,176.953833145582
18750,0.2,0.7000000000000001,0.1,0.19999999999999996,15964,18733,18.74844050375081
18750,0.2,0.7000000000000001,0.2,0.09999999999999987,16155,17903,14.229360934675215
18750,0.2,0.7000000000000001,0.30000000000000004,0.0,16100,18594,14.208623366785938
18750,0.2,0.8,0.0,0.19999999999999996,16104,8896,176.953833145582
18750,0.2,0.8,0.1,0.09999999999999998,15963,18714,20.393506739659564
18750,0.2,0.8,0.2,0.0,16094,17671,13.65349682634241
18750,0.2,0.9,0.0,0.09999999999999998,16154,8896,176.953833145582
18750,0.2,0.9,0.1,0.0,16151,18721,27.83644255897634
12500,0.30000000000000004,0.0,0.0,1.0,15692,8897,177.30952212425777
12500,0.30000000000000004,0.0,0.1,0.9,15891,11830,16.935222788536457
12500,0.30000000000000004,0.0,0.2,0.8,15823,9512,15.522559368101039
12500,0.30000000000000004,0.0,0.30000000000000004,0.7,15953,8987,16.867941940248574
12500,0.30000000000000004,0.0,0.4,0.6,16063,8236,15.620920849521308
12500,0.30000000000000004,0.0,0.5,0.5,15920,12374,15.789193194956455
12500,0.30000000000000004,0.0,0.6000000000000001,0.3999999999999999,15993,10730,16.353493630428765
12500,0.30000000000000004,0.0,0.7000000000000001,0.29999999999999993,15962,10730,16.353493630428765
12500,0.30000000000000004,0.0,0.8,0.19999999999999996,15699,9570,16.967793581526724
12500,0.30000000000000004,0.0,0.9,0.09999999999999998,15825,7929,17.043338308815805
12500,0.30000000000000004,0.0,1.0,0.0,15855,10717,15.524113085496637
12500,0.30000000000000004,0.1,0.0,0.9,15510,8897,177.30952212425777
12500,0.30000000000000004,0.1,0.1,0.8,15856,11347,13.69289551652721
12500,0.30000000000000004,0.1,0.2,0.7,15909,11700,13.650446783869429
12500,0.30000000000000004,0.1,0.30000000000000004,0.6,16089,12358,16.672388322398533
12500,0.30000000000000004,0.1,0.4,0.5,15934,8807,16.91127378749101
12500,0.30000000000000004,0.1,0.5,0.4,15943,8525,13.64740046067208
12500,0.30000000000000004,0.1,0.6000000000000001,0.29999999999999993,16141,12391,18.059088000496196
12500,0.30000000000000004,0.1,0.7000000000000001,0.19999999999999996,15999,11573,13.671847031184738
12500,0.30000000000000004,0.1,0.8,0.09999999999999998,16122,12497,14.324852975678183
12500,0.30000000000000004,0.1,0.9,0.0,16065,11300,13.649377601153803
12500,0.30000000000000004,0.2,0.0,0.8,15591,8897,177.30952212425777
12500,0.30000000000000004,0.2,0.1,0.7,15999,12146,16.994881876907172
12500,0.30000000000000004,0.2,0.2,0.6,15865,12422,16.677952430761863
12500,0.30000000000000004,0.2,0.30000000000000004,0.5,15883,12452,14.231561054119856
12500,0.30000000000000004,0.2,0.4,0.3999999999999999,16033,8354,16.945257244422596
12500,0.30000000000000004,0.2,0.5,0.30000000000000004,16034,12428,16.744455396336097
12500,0.30000000000000004,0.2,0.6000000000000001,0.19999999999999996,16035,12425,14.28304738090417
12500,0.30000000000000004,0.2,0.7000000000000001,0.09999999999999987,16157,11175,13.646565388159626
12500,0.30000000000000004,0.2,0.8,0.0,16151,11089,14.920794460746691
12500,0.30000000000000004,0.30000000000000004,0.0,0.7,15680,8897,177.30952212425777
12500,0.30000000000000004,0.30000000000000004,0.1,0.6,15838,12318,15.236764564948723
12500,0.30000000000000004,0.30000000000000004,0.2,0.5,16080,12078,16.881474119253408
12500,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.3999999999999999,15840,12305,17.270494642069018
12500,0.30000000000000004,0.30000000000000004,0.4,0.29999999999999993,15822,12151,16.609644741363574
12500,0.30000000000000004,0.30000000000000004,0.5,0.19999999999999996,15845,10851,15.316622075558202
12500,0.30000000000000004,0.30000000000000004,0.6000000000000001,0.09999999999999987,16095,11728,14.235878926583718
12500,0.30000000000000004,0.30000000000000004,0.7000000000000001,0.0,16112,11021,13.645166740565415
12500,0.30000000000000004,0.4,0.0,0.6,15547,8897,177.30952212425777
12500,0.30000000000000004,0.4,0.1,0.5,15714,12371,17.99482642442593
12500,0.30000000000000004,0.4,0.2,0.3999999999999999,15873,12485,17.71918941278441
12500,0.30000000000000004,0.4,0.30000000000000004,0.29999999999999993,15828,11695,18.491141327822575
12500,0.30000000000000004,0.4,0.4,0.19999999999999996,16894,12312,16.738474180881393
12500,0.30000000000000004,0.4,0.5,0.09999999999999998,15513,12037,14.232984392627142
12500,0.30000000000000004,0.4,0.6000000000000001,0.0,15721,12004,16.875601390883794
12500,0.30000000000000004,0.5,0.0,0.5,15386,8897,177.30952212425777
12500,0.30000000000000004,0.5,0.1,0.4,15741,11506,17.583909831782602
12500,0.30000000000000004,0.5,0.2,0.30000000000000004,15752,12120,14.208543216013366
12500,0.30000000000000004,0.5,0.30000000000000004,0.19999999999999996,15660,11707,13.646435326985362
12500,0.30000000000000004,0.5,0.4,0.09999999999999998,15543,12039,13.6479878081473
12500,0.30000000000000004,0.5,0.5,0.0,15679,11957,16.260509213907255
12500,0.30000000000000004,0.6000000000000001,0.0,0.3999999999999999,15339,8897,177.30952212425777
12500,0.30000000000000004,0.6000000000000001,0.1,0.29999999999999993,15842,12205,17.825788273380308
12500,0.30000000000000004,0.6000000000000001,0.2,0.19999999999999996,15583,12421,18.23842939259371
12500,0.30000000000000004,0.6000000000000001,0.30000000000000004,0.09999999999999987,15599,11976,17.15720875707671
12500,0.30000000000000004,0.6000000000000001,0.4,0.0,15512,9419,17.04077704936663
12500,0.30000000000000004,0.7000000000000001,0.0,0.29999999999999993,15301,8897,177.30952212425777
12500,0.30000000000000004,0.7000000000000001,0.1,0.19999999999999996,15464,12473,25.65126412134144
12500,0.30000000000000004,0.7000000000000001,0.2,0.09999999999999987,15501,11087,13.65435588629371
12500,0.30000000000000004,0.7000000000000001,0.30000000000000004,0.0,15505,12468,17.31390534725089
12500,0.30000000000000004,0.8,0.0,0.19999999999999996,15270,8897,177.30952212425777
12500,0.30000000000000004,0.8,0.1,0.09999999999999998,15373,12492,23.4233834660856
12500,0.30000000000000004,0.8,0.2,0.0,16024,12162,15.10811534431575
12500,0.30000000000000004,0.9,0.0,0.09999999999999998,15548,8897,177.30952212425777
12500,0.30000000000000004,0.9,0.1,0.0,15707,12419,38.00973074060587
9375,0.4,0.0,0.0,1.0,15351,7637,179.82613193476055
9375,0.4,0.0,0.1,0.9,15536,8449,15.407271969655953
9375,0.4,0.0,0.2,0.8,15539,3047,15.485084424819366
9375,0.4,0.0,0.30000000000000004,0.7,15359,6235,17.58883019383706
9375,0.4,0.0,0.4,0.6,15344,7018,17.825663801075752
9375,0.4,0.0,0.5,0.5,15357,6503,15.577098486854547
9375,0.4,0.0,0.6000000000000001,0.3999999999999999,15524,8640,15.389535379040975
9375,0.4,0.0,0.7000000000000001,0.29999999999999993,15362,8853,15.497963869997998
9375,0.4,0.0,0.8,0.19999999999999996,15515,6551,15.618295812591358
9375,0.4,0.0,0.9,0.09999999999999998,15526,8799,15.249823932657408
9375,0.4,0.0,1.0,0.0,15551,6116,15.323749179644505
9375,0.4,0.1,0.0,0.9,15252,7637,179.82613193476055
9375,0.4,0.1,0.1,0.8,15413,9118,17.9029143356058
9375,0.4,0.1,0.2,0.7,15625,9345,15.492739345955068
9375,0.4,0.1,0.30000000000000004,0.6,15659,9269,17.213689778200404
9375,0.4,0.1,0.4,0.5,15607,9281,14.265503595438325
9375,0.4,0.1,0.5,0.4,15666,9375,16.340820309614028
9375,0.4,0.1,0.6000000000000001,0.29999999999999993,15511,9266,15.091594683664885
9375,0.4,0.1,0.7000000000000001,0.19999999999999996,15659,7437,13.72550814648524
9375,0.4,0.1,0.8,0.09999999999999998,15529,7573,18.901779149657752
9375,0.4,0.1,0.9,0.0,15624,9360,15.365936008703185
9375,0.4,0.2,0.0,0.8,15673,7637,179.82613193476055
9375,0.4,0.2,0.1,0.7,15539,9059,17.495398851021605
9375,0.4,0.2,0.2,0.6,15513,8973,18.193419773970092
9375,0.4,0.2,0.30000000000000004,0.5,15717,8995,16.96011134661093
9375,0.4,0.2,0.4,0.3999999999999999,15646,9303,13.658314818425522
9375,0.4,0.2,0.5,0.30000000000000004,15699,9342,15.134284459357447
9375,0.4,0.2,0.6000000000000001,0.19999999999999996,15738,8436,16.16572590919233
9375,0.4,0.2,0.7000000000000001,0.09999999999999987,15702,8881,13.671945502500588
9375,0.4,0.2,0.8,0.0,15535,9095,17.029124831447888
9375,0.4,0.30000000000000004,0.0,0.7,15474,7637,179.82613193476055
9375,0.4,0.30000000000000004,0.1,0.6,15472,9326,18.07899007040711
9375,0.4,0.30000000000000004,0.2,0.5,15451,8649,17.991083678325626
9375,0.4,0.30000000000000004,0.30000000000000004,0.3999999999999999,15612,9221,14.193762632355645
9375,0.4,0.30000000000000004,0.4,0.29999999999999993,15630,9079,17.698334890661183
9375,0.4,0.30000000000000004,0.5,0.19999999999999996,15685,9337,13.713399291921585
9375,0.4,0.30000000000000004,0.6000000000000001,0.09999999999999987,15636,9375,17.490920944090263
9375,0.4,0.30000000000000004,0.7000000000000001,0.0,15674,8922,13.645700003811584
9375,0.4,0.4,0.0,0.6,15326,7637,179.82613193476055
9375,0.4,0.4,0.1,0.5,15494,9366,19.100466361052003
9375,0.4,0.4,0.2,0.3999999999999999,15501,9304,16.178061825379768
9375,0.4,0.4,0.30000000000000004,0.29999999999999993,15614,8789,17.432146838678758
9375,0.4,0.4,0.4,0.19999999999999996,15515,8066,17.3541661952175
9375,0.4,0.4,0.5,0.09999999999999998,15530,8696,15.746338090640492
9375,0.4,0.4,0.6000000000000001,0.0,15694,9240,15.89673338645495
9375,0.4,0.5,0.0,0.5,15500,7637,179.82613193476055
9375,0.4,0.5,0.1,0.4,15492,9326,18.191513825278665
9375,0.4,0.5,0.2,0.30000000000000004,15427,9319,14.267893617028323
9375,0.4,0.5,0.30000000000000004,0.19999999999999996,15501,9252,17.944617059932597
9375,0.4,0.5,0.4,0.09999999999999998,15689,8987,18.232124869137763
9375,0.4,0.5,0.5,0.0,15639,9375,13.64740340956513
9375,0.4,0.6000000000000001,0.0,0.3999999999999999,15399,7637,179.82613193476055
9375,0.4,0.6000000000000001,0.1,0.29999999999999993,15482,9336,17.881810341081124
9375,0.4,0.6000000000000001,0.2,0.19999999999999996,15658,9160,14.739317036418424
9375,0.4,0.6000000000000001,0.30000000000000004,0.09999999999999987,15509,9330,16.038047274042352
9375,0.4,0.6000000000000001,0.4,0.0,15652,8702,16.870178660541438
9375,0.4,0.7000000000000001,0.0,0.29999999999999993,15510,7637,179.82613193476055
9375,0.4,0.7000000000000001,0.1,0.19999999999999996,15527,9372,22.996684488406604
9375,0.4,0.7000000000000001,0.2,0.09999999999999987,15665,9357,15.033657029974801
9375,0.4,0.7000000000000001,0.30000000000000004,0.0,15469,9004,18.213485690815347
9375,0.4,0.8,0.0,0.19999999999999996,15482,7637,179.82613193476055
9375,0.4,0.8,0.1,0.09999999999999998,15575,9362,27.77776666682601
9375,0.4,0.8,0.2,0.0,15599,9343,17.193428244285503
9375,0.4,0.9,0.0,0.09999999999999998,15430,7637,179.82613193476055
9375,0.4,0.9,0.1,0.0,15636,9360,39.71373105776791
7500,0.5,0.0,0.0,1.0,15614,1897,178.40341614000874
7500,0.5,0.0,0.1,0.9,15550,7491,15.180471508817638
7500,0.5,0.0,0.2,0.8,15920,7475,15.0293553254073
7500,0.5,0.0,0.30000000000000004,0.7,15593,5988,15.446696422802487
7500,0.5,0.0,0.4,0.6,15741,5589,15.094213204415807
7500,0.5,0.0,0.5,0.5,15562,4897,16.769186959180324
7500,0.5,0.0,0.6000000000000001,0.3999999999999999,15723,6928,15.319516029133329
7500,0.5,0.0,0.7000000000000001,0.29999999999999993,15825,6975,17.07835461486122
7500,0.5,0.0,0.8,0.19999999999999996,15727,6866,15.514566843120196
7500,0.5,0.0,0.9,0.09999999999999998,15659,7387,15.5436720619501
7500,0.5,0.0,1.0,0.0,15730,7036,14.920763137649777
7500,0.5,0.1,0.0,0.9,15413,1897,178.40341614000874
7500,0.5,0.1,0.1,0.8,15682,7444,17.784341967677125
7500,0.5,0.1,0.2,0.7,15655,7411,17.93072040572009
7500,0.5,0.1,0.30000000000000004,0.6,15694,7497,15.654604932555436
7500,0.5,0.1,0.4,0.5,15708,4979,17.356908561330183
7500,0.5,0.1,0.5,0.4,15669,5420,18.180692019858576
7500,0.5,0.1,0.6000000000000001,0.29999999999999993,15472,6561,18.70118256187919
7500,0.5,0.1,0.7000000000000001,0.19999999999999996,15789,7289,17.56257249166862
7500,0.5,0.1,0.8,0.09999999999999998,15687,6657,16.14789792982666
7500,0.5,0.1,0.9,0.0,15859,6102,19.246464943258562
7500,0.5,0.2,0.0,0.8,15435,1897,178.40341614000874
7500,0.5,0.2,0.1,0.7,15538,7407,13.875547021896528
7500,0.5,0.2,0.2,0.6,15709,7069,14.901164643642213
7500,0.5,0.2,0.30000000000000004,0.5,15681,6915,17.61501617743846
7500,0.5,0.2,0.4,0.3999999999999999,15837,7207,16.09426245635728
7500,0.5,0.2,0.5,0.30000000000000004,15754,7128,17.468269834429694
7500,0.5,0.2,0.6000000000000001,0.19999999999999996,15642,6490,13.648736658601637
7500,0.5,0.2,0.7000000000000001,0.09999999999999987,15664,7469,13.685027500760198
7500,0.5,0.2,0.8,0.0,15629,6786,13.702044123518299
7500,0.5,0.30000000000000004,0.0,0.7,15520,1897,178.40341614000874
7500,0.5,0.30000000000000004,0.1,0.6,15580,7419,18.42702089380613
7500,0.5,0.30000000000000004,0.2,0.5,15522,7176,17.025103330815313
7500,0.5,0.30000000000000004,0.30000000000000004,0.3999999999999999,15612,7433,17.60284639138717
7500,0.5,0.30000000000000004,0.4,0.29999999999999993,15723,7291,17.395619755579652
7500,0.5,0.30000000000000004,0.5,0.19999999999999996,15573,6785,17.906644178825736
7500,0.5,0.30000000000000004,0.6000000000000001,0.09999999999999987,15679,7500,14.785578370999835
7500,0.5,0.30000000000000004,0.7000000000000001,0.0,15664,7349,16.06680335361523
7500,0.5,0.4,0.0,0.6,15475,1897,178.40341614000874
7500,0.5,0.4,0.1,0.5,15403,7463,18.56584198664031
7500,0.5,0.4,0.2,0.3999999999999999,15728,6850,15.655130561234063
7500,0.5,0.4,0.30000000000000004,0.29999999999999993,15787,7040,13.649154679475828
7500,0.5,0.4,0.4,0.19999999999999996,15667,7325,17.918942498877914
7500,0.5,0.4,0.5,0.09999999999999998,15591,7437,13.907659980219243
7500,0.5,0.4,0.6000000000000001,0.0,15698,7236,13.647930684877986
7500,0.5,0.5,0.0,0.5,15354,1897,178.40341614000874
7500,0.5,0.5,0.1,0.4,15470,7493,18.24446682194757
7500,0.5,0.5,0.2,0.30000000000000004,15463,7426,16.5195108793449
7500,0.5,0.5,0.30000000000000004,0.19999999999999996,15772,7427,16.894146954927255
7500,0.5,0.5,0.4,0.09999999999999998,15712,7045,14.300967085796529
7500,0.5,0.5,0.5,0.0,15658,7489,17.01115751386893
7500,0.5,0.6000000000000001,0.0,0.3999999999999999,15393,1897,178.40341614000874
7500,0.5,0.6000000000000001,0.1,0.29999999999999993,15451,7284,25.70987124064336
7500,0.5,0.6000000000000001,0.2,0.19999999999999996,15521,7494,15.674593574878399
7500,0.5,0.6000000000000001,0.30000000000000004,0.09999999999999987,15444,7497,16.877092070107985
7500,0.5,0.6000000000000001,0.4,0.0,15425,6193,18.257015450087827
7500,0.5,0.7000000000000001,0.0,0.29999999999999993,15313,1897,178.40341614000874
7500,0.5,0.7000000000000001,0.1,0.19999999999999996,15346,7480,27.840626828566226
7500,0.5,0.7000000000000001,0.2,0.09999999999999987,15404,7481,17.422254348101298
7500,0.5,0.7000000000000001,0.30000000000000004,0.0,15539,7088,17.80334270013406
7500,0.5,0.8,0.0,0.19999999999999996,15368,1897,178.40341614000874
7500,0.5,0.8,0.1,0.09999999999999998,15388,7488,31.06731665179187
7500,0.5,0.8,0.2,0.0,15394,7464,17.980978799292448
7500,0.5,0.9,0.0,0.09999999999999998,15301,1897,178.40341614000874
7500,0.5,0.9,0.1,0.0,15358,7477,39.369548013012555
6250,0.6000000000000001,0.0,0.0,1.0,15593,5117,179.82613193476055
6250,0.6000000000000001,0.0,0.1,0.9,15456,2878,17.850864325226027
6250,0.6000000000000001,0.0,0.2,0.8,15537,5686,15.169659999671454
6250,0.6000000000000001,0.0,0.30000000000000004,0.7,15499,5567,16.941223733929228
6250,0.6000000000000001,0.0,0.4,0.6,15457,5199,15.253868259128653
6250,0.6000000000000001,0.0,0.5,0.5,15541,5890,16.020406132220103
6250,0.6000000000000001,0.0,0.6000000000000001,0.3999999999999999,15478,6026,17.56567810376588
6250,0.6000000000000001,0.0,0.7000000000000001,0.29999999999999993,15435,5999,15.790368855736428
6250,0.6000000000000001,0.0,0.8,0.19999999999999996,15592,4383,17.20430481249765
6250,0.6000000000000001,0.0,0.9,0.09999999999999998,15477,5884,14.925084576075177
6250,0.6000000000000001,0.0,1.0,0.0,15493,5419,16.57418902105304
6250,0.6000000000000001,0.1,0.0,0.9,15249,5117,179.82613193476055
6250,0.6000000000000001,0.1,0.1,0.8,15524,6128,15.977651204043713
6250,0.6000000000000001,0.1,0.2,0.7,15505,6129,17.151983403680795
6250,0.6000000000000001,0.1,0.30000000000000004,0.6,15615,5865,17.419636356347134
6250,0.6000000000000001,0.1,0.4,0.5,15437,6111,16.73355557702432
6250,0.6000000000000001,0.1,0.5,0.4,15563,5862,17.73308549067533
6250,0.6000000000000001,0.1,0.6000000000000001,0.29999999999999993,15369,5876,18.500461718615345
6250,0.6000000000000001,0.1,0.7000000000000001,0.19999999999999996,15376,4698,17.376184950056814
6250,0.6000000000000001,0.1,0.8,0.09999999999999998,15543,3384,20.373944992715558
6250,0.6000000000000001,0.1,0.9,0.0,15727,5649,16.608241792846574
6250,0.6000000000000001,0.2,0.0,0.8,15267,5117,179.82613193476055
6250,0.6000000000000001,0.2,0.1,0.7,15336,6199,17.169052883634457
6250,0.6000000000000001,0.2,0.2,0.6,15431,6208,14.911397862047249
6250,0.6000000000000001,0.2,0.30000000000000004,0.5,15407,6251,17.071470944259538
6250,0.6000000000000001,0.2,0.4,0.3999999999999999,15370,5310,13.64941631935315
6250,0.6000000000000001,0.2,0.5,0.30000000000000004,15384,6171,18.008498104554928
6250,0.6000000000000001,0.2,0.6000000000000001,0.19999999999999996,15487,5096,17.597612308782235
6250,0.6000000000000001,0.2,0.7000000000000001,0.09999999999999987,15444,6088,13.64806697355933
6250,0.6000000000000001,0.2,0.8,0.0,15530,6147,14.128848427290272
